<a href="http://www.actgate.com/pipe.html" target="_blank" ><img src="http://quickmap.lroc.asu.edu/img/pipe_logo_40.jpg" /></a>

<br /><br />

position,GLD100,lon,lat
     82.05465,  -1537.00000,     23.81827,    -13.42166
     82.59095,  -1538.00000,     23.83439,    -13.41348
     83.12726,  -1537.00000,     23.85050,    -13.40529
     83.66356,  -1503.00000,     23.86662,    -13.39711
     84.19987,  -1474.00000,     23.88274,    -13.38892
     84.73617,  -1430.00000,     23.89885,    -13.38073
     85.27248,  -1451.00000,     23.91496,    -13.37254
     85.80878,  -1407.00000,     23.93107,    -13.36435
     86.34509,  -1414.00000,     23.94718,    -13.35615
     86.88139,  -1357.00000,     23.96329,    -13.34796
     87.41770,  -1332.00000,     23.97940,    -13.33977
     87.95400,  -1281.00000,     23.99551,    -13.33157
     88.49031,  -1274.00000,     24.01161,    -13.32337
     89.02661,  -1267.00000,     24.02772,    -13.31518
     89.56292,  -1239.00000,     24.04382,    -13.30698
     90.09922,  -1239.00000,     24.05993,    -13.29878
     90.63553,  -1185.00000,     24.07603,    -13.29058
     91.17183,  -1066.00000,     24.09213,    -13.28238
     91.70814,   -847.00000,     24.10823,    -13.27417
     92.24444,   -700.00000,     24.12433,    -13.26597
     92.78075,   -493.00000,     24.14042,    -13.25777
     93.31705,   -418.00000,     24.15652,    -13.24956
     93.85336,   -282.00000,     24.17261,    -13.24135
     94.38966,   -337.00000,     24.18871,    -13.23315
     94.92597,   -307.00000,     24.20480,    -13.22494
     95.46227,   -521.00000,     24.22089,    -13.21673
     95.99858,   -530.00000,     24.23698,    -13.20852
     96.53488,   -679.00000,     24.25307,    -13.20031
     97.07119,   -664.00000,     24.26916,    -13.19209
     97.60749,   -748.00000,     24.28525,    -13.18388
     98.14380,   -753.00000,     24.30134,    -13.17567
     98.68010,   -805.00000,     24.31742,    -13.16745
     99.21641,   -775.00000,     24.33351,    -13.15923
     99.75271,   -810.00000,     24.34959,    -13.15102
    100.28902,   -732.00000,     24.36567,    -13.14280
    100.82532,   -675.00000,     24.38175,    -13.13458
    101.36163,   -544.00000,     24.39783,    -13.12636
    101.89793,   -415.00000,     24.41391,    -13.11814
    102.43424,   -204.00000,     24.42999,    -13.10991
    102.97054,     28.00000,     24.44607,    -13.10169
    103.50685,    250.00000,     24.46214,    -13.09347
    104.04315,    359.00000,     24.47822,    -13.08524
    104.57945,    518.00000,     24.49429,    -13.07701
    105.11576,    518.00000,     24.51036,    -13.06879
    105.65206,    546.00000,     24.52644,    -13.06056
    106.18837,    419.00000,     24.54251,    -13.05233
    106.72467,    419.00000,     24.55857,    -13.04410
    107.26098,    243.00000,     24.57464,    -13.03587
    107.79728,    156.00000,     24.59071,    -13.02763
    108.33359,   -163.00000,     24.60678,    -13.01940
    108.86989,   -285.00000,     24.62284,    -13.01117
    109.40620,   -496.00000,     24.63890,    -13.00293
    109.94250,   -613.00000,     24.65497,    -12.99469
    110.47881,   -613.00000,     24.67103,    -12.98646
    111.01511,   -588.00000,     24.68709,    -12.97822
    111.55142,   -557.00000,     24.70315,    -12.96998
    112.08772,   -488.00000,     24.71921,    -12.96174
    112.62403,   -500.00000,     24.73527,    -12.95350
    113.16033,   -501.00000,     24.75132,    -12.94525
    113.69664,   -547.00000,     24.76738,    -12.93701
    114.23294,   -562.00000,     24.78343,    -12.92877
    114.76925,   -577.00000,     24.79949,    -12.92052
    115.30555,   -559.00000,     24.81554,    -12.91227
    115.84186,   -524.00000,     24.83159,    -12.90403
    116.37816,   -442.00000,     24.84764,    -12.89578
    116.91447,   -363.00000,     24.86369,    -12.88753
    117.45077,   -180.00000,     24.87974,    -12.87928
    117.98708,     40.00000,     24.89578,    -12.87103
    118.52338,    103.00000,     24.91183,    -12.86278
    119.05969,    148.00000,     24.92787,    -12.85452
    119.59599,    112.00000,     24.94392,    -12.84627
    120.13230,     36.00000,     24.95996,    -12.83801
    120.66860,    -56.00000,     24.97600,    -12.82976
    121.20491,   -128.00000,     24.99204,    -12.82150
    121.74121,   -131.00000,     25.00808,    -12.81324
    122.27752,    -94.00000,     25.02412,    -12.80498
    122.81382,    -42.00000,     25.04016,    -12.79672
    123.35013,    -31.00000,     25.05620,    -12.78846
    123.88643,    -70.00000,     25.07223,    -12.78020
    124.42274,    -87.00000,     25.08827,    -12.77194
    124.95904,   -129.00000,     25.10430,    -12.76367
    125.49535,   -151.00000,     25.12033,    -12.75541
    126.03165,   -218.00000,     25.13636,    -12.74714
    126.56796,   -252.32465,     25.15239,    -12.73888
    127.10426,   -227.52324,     25.16842,    -12.73061
    127.64057,   -459.68655,     25.18445,    -12.72234
    128.17687,   -551.15527,     25.20048,    -12.71407
    128.71318,   -890.18500,     25.21650,    -12.70580
    129.24948,  -1008.44653,     25.23253,    -12.69753
    129.78579,  -1163.52539,     25.24855,    -12.68926
    130.32209,  -1234.53650,     25.26457,    -12.68098
    130.85839,  -1318.96448,     25.28060,    -12.67271
    131.39470,  -1306.75232,     25.29662,    -12.66443
    131.93100,  -1416.51843,     25.31264,    -12.65616
    132.46731,  -1510.20410,     25.32865,    -12.64788
    133.00361,  -1633.53699,     25.34467,    -12.63960
    133.53992,  -1703.16931,     25.36069,    -12.63132
    134.07622,  -1815.31372,     25.37670,    -12.62304
    134.61253,  -1889.76135,     25.39272,    -12.61476
    135.14883,  -1975.00000,     25.40873,    -12.60648
    135.68514,  -2052.00000,     25.42475,    -12.59820
    136.22144,  -2141.00000,     25.44076,    -12.58991
    136.75775,  -2085.00000,     25.45677,    -12.58163
    137.29405,  -2180.00000,     25.47278,    -12.57334
    137.83036,  -2305.00000,     25.48878,    -12.56505
    138.36666,  -2430.00000,     25.50479,    -12.55677
    138.90297,  -2548.00000,     25.52080,    -12.54848
    139.43927,  -2627.00000,     25.53680,    -12.54019
    139.97558,  -2686.00000,     25.55281,    -12.53190
    140.51188,  -2690.00000,     25.56881,    -12.52361
    141.04819,  -2716.00000,     25.58481,    -12.51531
    141.58449,  -2822.00000,     25.60081,    -12.50702
    142.12080,  -2911.00000,     25.61681,    -12.49872
    142.65710,  -2961.00000,     25.63281,    -12.49043
    143.19341,  -2967.00000,     25.64881,    -12.48213
    143.72971,  -3011.00000,     25.66481,    -12.47384
    144.26602,  -3004.00000,     25.68080,    -12.46554
    144.80232,  -3025.00000,     25.69680,    -12.45724
    145.33863,  -2963.00000,     25.71279,    -12.44894
    145.87493,  -3040.00000,     25.72879,    -12.44064
    146.41124,  -3153.00000,     25.74478,    -12.43234
    146.94754,  -3432.00000,     25.76077,    -12.42403
    147.48385,  -3587.00000,     25.77676,    -12.41573
    148.02015,  -3806.00000,     25.79275,    -12.40742
    148.55646,  -3929.00000,     25.80874,    -12.39912
    149.09276,  -4048.00000,     25.82472,    -12.39081
    149.62907,  -4056.00000,     25.84071,    -12.38250
    150.16537,  -4187.00000,     25.85669,    -12.37420
    150.70168,  -4270.00000,     25.87268,    -12.36589
    151.23798,  -4472.00000,     25.88866,    -12.35758
    151.77429,  -4532.00000,     25.90464,    -12.34926
    152.31059,  -4571.00000,     25.92062,    -12.34095
    152.84690,  -4576.00000,     25.93660,    -12.33264
    153.38320,  -4604.00000,     25.95258,    -12.32433
    153.91951,  -4599.00000,     25.96856,    -12.31601
    154.45581,  -4647.00000,     25.98453,    -12.30769
    154.99212,  -4654.00000,     26.00051,    -12.29938
    155.52842,  -4656.00000,     26.01648,    -12.29106
    156.06473,  -4630.00000,     26.03246,    -12.28274
    156.60103,  -4638.00000,     26.04843,    -12.27442
    157.13733,  -4639.00000,     26.06440,    -12.26610
    157.67364,  -4651.00000,     26.08037,    -12.25778
    158.20994,  -4652.00000,     26.09634,    -12.24946
    158.74625,  -4663.00000,     26.11231,    -12.24113
    159.28255,  -4667.00000,     26.12828,    -12.23281
    159.81886,  -4680.00000,     26.14424,    -12.22448
    160.35516,  -4670.00000,     26.16021,    -12.21616
    160.89147,  -4668.00000,     26.17617,    -12.20783
    161.42777,  -4680.00000,     26.19214,    -12.19950
    161.96408,  -4656.00000,     26.20810,    -12.19117
    162.50038,  -4650.00000,     26.22406,    -12.18284
    163.03669,  -4667.00000,     26.24002,    -12.17451
    163.57299,  -4679.00000,     26.25598,    -12.16618
    164.10930,  -4692.00000,     26.27194,    -12.15785
    164.64560,  -4700.00000,     26.28790,    -12.14952
    165.18191,  -4699.00000,     26.30385,    -12.14118
    165.71821,  -4698.00000,     26.31981,    -12.13285
    166.25452,  -4701.00000,     26.33576,    -12.12451
    166.61900,  -4701.00000,     26.34661,    -12.11884
